time,hour,day,weekday,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
10297,0,429,#Thursday,6204,6611,1429,806,1462,1631,1229,0,54
10324,3,430,#Friday,5939,5754,1428,561,1117,1379,1204,0,63
10351,6,431,#Saturday,6129,6173,1426,230,1702,1213,1533,0,67
10378,9,432,#Sunday,6286,5837,1426,348,1729,867,1255,156,55
10405,12,433,#Monday,8004,6992,1387,34,2151,1679,1511,174,55
10432,15,434,#Tuesday,7580,7738,1380,1679,2064,1143,1237,169,64
10459,18,435,#Wednesday,8062,8220,1428,1552,2684,1124,1365,1,64
10486,21,436,#Thursday,7530,7586,1402,1554,2073,1139,1352,0,65
10514,1,438,#Saturday,5934,7256,1427,2475,1274,1023,996,0,60
10541,4,439,#Sunday,5350,5877,1427,2221,368,810,991,0,60
10568,7,440,#Monday,7290,6674,1424,185,2456,1173,1190,175,70
10595,10,441,#Tuesday,7646,7037,1372,780,1983,1196,966,671,68
10622,13,442,#Wednesday,7373,6162,1425,345,1404,1188,1008,728,63
10649,16,443,#Thursday,7001,6258,1423,89,2189,1195,1009,287,63
10676,19,444,#Friday,7182,6342,1396,255,2253,1262,1047,64,62
10703,22,445,#Saturday,6193,7240,1427,1892,1602,1229,1032,0,58
10730,1,447,#Monday,5562,5973,1423,1488,1205,994,802,0,60
10757,4,448,#Tuesday,5993,7387,1428,2695,1100,1241,859,0,64
10785,8,449,#Wednesday,7370,8202,1425,2168,1992,1226,1191,129,70
10812,11,450,#Thursday,7505,8180,1411,2557,1469,1094,1037,552,63
10839,14,451,#Friday,6560,6852,1406,2103,621,1032,979,661,50
10866,17,452,#Saturday,6031,5858,1429,370,1820,1034,1031,117,57
10893,21,453,#Sunday,6283,5922,1429,740,2153,819,721,0,60
10920,0,455,#Tuesday,5795,6114,1425,2381,633,1033,581,0,61
10947,3,456,#Wednesday,5466,6146,1428,605,1798,1203,1064,0,48
10974,6,457,#Thursday,5781,5512,1422,407,1458,1034,1135,0,56
11001,9,458,#Friday,6916,5907,1382,91,2066,864,1030,420,53
11028,12,459,#Saturday,6099,5538,1428,110,1914,790,719,523,52
11056,16,460,#Sunday,5290,5256,1426,1841,347,698,484,405,54
11083,19,461,#Monday,6557,6688,1414,1777,1914,745,748,41,46
11110,22,462,#Tuesday,6498,5834,1422,693,1834,1058,771,0,55
11137,1,464,#Thursday,5345,4821,1421,148,1354,1071,779,0,48
11164,4,465,#Friday,5095,4387,1424,161,1553,685,512,0,51
11191,7,466,#Saturday,5254,4810,1427,769,1397,638,506,20,52
11218,10,467,#Sunday,5234,4907,1423,17,1665,656,487,605,52
11245,13,468,#Monday,6156,5875,1369,2019,695,594,423,723,51
11272,16,469,#Tuesday,6262,6305,1427,1525,1821,619,673,189,50
11299,19,470,#Wednesday,6479,5722,1416,303,2080,970,871,34,48
11326,22,471,#Thursday,6236,6828,1423,1820,2010,890,637,0,45
11354,2,473,#Saturday,4558,4568,1420,371,1444,604,687,0,43
11381,5,474,#Sunday,4327,4318,1419,32,1538,572,716,0,41
11408,8,475,#Monday,4526,5495,1420,1686,973,769,488,129,29
11435,11,476,#Tuesday,5790,5503,1368,488,1510,790,708,593,45
11462,14,477,#Wednesday,5957,5707,1342,314,1873,721,608,805,43
11489,17,478,#Thursday,5528,4981,1371,368,1425,752,609,409,46
11516,20,479,#Friday,6331,6135,1400,1867,1471,723,628,0,45
11543,23,480,#Saturday,5305,5968,1420,2017,1584,486,411,0,49
11570,2,482,#Monday,4555,4263,1407,608,1455,446,300,0,46
11597,5,483,#Tuesday,4927,4789,1404,870,1183,658,629,0,43
11625,9,484,#Wednesday,6298,6133,1387,987,1859,658,857,339,44
11652,12,485,#Thursday,6094,5216,1333,181,1755,615,696,588,44
11679,15,486,#Friday,5207,4352,1423,324,1284,365,480,430,45
11706,18,487,#Saturday,5345,4436,1413,585,1372,403,490,128,42
11733,21,488,#Sunday,5743,4200,1414,155,1728,383,475,0,44
11760,0,490,#Tuesday,5358,5553,1411,1870,916,605,707,0,45
11787,3,491,#Wednesday,4898,4891,1415,388,1503,674,860,0,50
11814,6,492,#Thursday,5349,5651,1421,1428,1209,706,830,4,51
11841,9,493,#Friday,6423,6071,1405,1330,1507,694,611,471,51
11868,12,494,#Saturday,5611,5345,1423,225,1502,630,710,804,50
11896,16,495,#Sunday,4792,4493,1420,341,1064,356,725,551,45
11923,19,496,#Monday,6039,5779,1408,1540,1720,397,605,59,48
11950,22,497,#Tuesday,6217,6448,1409,2085,1561,705,636,0,51
11977,1,499,#Thursday,5074,5624,1416,1697,1265,597,597,0,50
12004,4,500,#Friday,4918,4889,1413,1448,749,619,615,0,45
12031,7,501,#Saturday,5059,4876,1416,868,1170,650,618,100,52
12058,10,502,#Sunday,5198,5417,1407,2015,642,378,570,354,50
12085,13,503,#Monday,6468,5427,1332,-13,1794,978,769,521,45
12112,16,504,#Tuesday,6335,6323,1400,1985,997,874,612,407,47
12139,19,505,#Wednesday,6486,6352,1397,2150,1385,921,407,41,49
12167,23,506,#Thursday,5664,5029,1403,581,1534,852,606,0,50
12194,2,508,#Saturday,4882,4453,1390,698,1135,561,619,0,49
12221,5,509,#Sunday,4412,3602,1397,620,629,315,592,0,47
12248,8,510,#Monday,6426,5475,1389,1450,1192,546,597,244,55
12275,11,511,#Tuesday,6578,5435,1405,196,1717,835,662,564,56
12302,14,512,#Wednesday,6500,5623,1399,464,1658,1000,621,433,49
12329,17,513,#Thursday,6020,5330,1365,843,1408,784,576,300,49
12356,20,514,#Friday,6408,5453,1412,905,1658,843,581,7,46
12383,23,515,#Saturday,5474,5351,1411,1286,1382,608,612,0,50
12410,2,517,#Monday,4514,4371,1412,435,1543,307,626,0,47
12438,6,518,#Tuesday,5091,4131,1412,633,1100,323,605,9,49
12465,9,519,#Wednesday,6705,5665,1365,117,1876,1049,756,451,49
12492,12,520,#Thursday,6559,6046,1327,508,1860,924,670,705,50
12519,15,521,#Friday,6425,6424,1387,1278,1948,516,704,541,49
12546,18,522,#Saturday,5690,5284,1405,1301,1442,357,600,132,45
12573,21,523,#Sunday,5551,4958,1409,1646,905,353,598,0,46
12600,0,525,#Tuesday,4912,4858,1403,192,1648,841,727,0,45
12627,3,526,#Wednesday,5135,4837,1400,395,1429,1052,511,0,48
12654,6,527,#Thursday,5370,4558,1395,253,1303,888,662,16,39
12681,9,528,#Friday,6831,5403,1370,102,1962,1076,649,203,41
12708,12,529,#Saturday,6195,5321,1393,100,1824,727,615,621,42
12736,16,530,#Sunday,5371,4604,1402,230,1712,396,413,402,48
12763,19,531,#Monday,6645,5974,1389,347,2407,1116,612,53,51
12790,22,532,#Tuesday,6651,5998,1384,22,2820,1102,618,0,51
12817,1,534,#Thursday,5342,5797,1394,-7,2601,1094,683,0,32
12844,4,535,#Friday,5173,5770,1395,175,2735,838,595,0,31
12871,7,536,#Saturday,5294,5627,1396,274,2617,627,614,67,31
12898,10,537,#Sunday,5301,5053,697,278,2674,376,615,379,33
12925,13,538,#Monday,7046,6845,669,62,3398,1203,945,532,35
12952,16,539,#Tuesday,6747,7028,694,764,3337,1159,664,373,36
12979,19,540,#Wednesday,6578,6762,695,354,3606,1128,835,108,34
13007,23,541,#Thursday,6757,7107,694,794,3512,1095,901,76,35
13034,2,543,#Saturday,5105,5473,693,219,3116,526,884,0,34
13061,5,544,#Sunday,4525,4836,691,332,2543,517,718,0,34
13088,8,545,#Monday,6636,6298,691,31,3490,777,980,298,29
13115,11,546,#Tuesday,7562,7490,682,331,3510,1362,877,687,42
13142,14,547,#Wednesday,7622,7742,691,94,3512,1239,1440,726,38
13169,17,548,#Thursday,7575,7581,691,313,3363,1301,1490,375,38
13196,20,549,#Friday,7378,6888,693,323,3135,1291,1396,9,39
13223,23,550,#Saturday,5959,5827,694,1046,2027,1065,958,0,37
13250,2,552,#Monday,5016,5087,693,1135,1742,497,983,0,36
13278,6,553,#Tuesday,5930,5205,692,134,1828,1218,1280,18,33
13305,9,554,#Wednesday,7122,7524,694,2007,2208,1029,1144,396,44
13332,12,555,#Thursday,7368,6812,669,23,2749,1248,1380,701,42
13359,15,556,#Friday,7266,7295,674,354,2768,1244,1510,703,40
13386,18,557,#Saturday,6531,6310,691,472,2364,1168,1361,219,33
13413,21,558,#Sunday,6167,6132,691,2152,1558,641,1051,0,37
13440,0,560,#Tuesday,5580,6189,695,1765,1648,934,1111,0,35
13467,3,561,#Wednesday,5211,4554,690,22,1408,1167,1230,0,35
13494,6,562,#Thursday,5715,4944,692,193,1584,1225,1203,9,36
13521,9,563,#Friday,7061,6027,672,-5,2410,1307,1285,317,39
13549,13,564,#Saturday,6598,6237,670,556,2145,1272,1132,435,32
13576,16,565,#Sunday,5784,5140,693,1435,1310,540,862,265,35
13603,19,566,#Monday,6636,5979,689,603,2519,1047,1025,57,37
13630,22,567,#Tuesday,6810,6115,690,446,2749,1048,1143,0,39
13657,1,569,#Thursday,5575,5365,690,94,2265,1187,1101,0,28
13684,4,570,#Friday,5374,4985,689,19,1864,1266,1110,0,35
13711,7,571,#Saturday,5695,5221,691,189,1802,1193,1241,71,33
13738,10,572,#Sunday,5650,5640,690,165,1920,1182,1294,356,31
13765,13,573,#Monday,7453,6615,671,549,2624,1069,997,668,36
13792,16,574,#Tuesday,7497,7383,688,314,3241,1177,1339,585,38
13820,20,575,#Wednesday,7609,7388,686,356,3309,1330,1663,7,37
13847,23,576,#Thursday,6803,6914,684,790,2711,1194,1495,0,39
13874,2,578,#Saturday,5509,6363,687,879,2086,1260,1419,0,31
13901,5,579,#Sunday,4938,5997,685,986,2012,1021,1262,0,31
13928,8,580,#Monday,6800,5829,686,30,2157,1163,1475,279,38
13955,11,581,#Tuesday,7268,6664,662,436,2365,1186,1341,634,40
13982,14,582,#Wednesday,7489,7032,678,786,2454,1104,1262,718,29
14009,17,583,#Thursday,7175,7807,995,1647,2334,1194,1255,339,41
14036,20,584,#Friday,7365,7959,1367,1365,2536,1214,1429,8,40
14063,23,585,#Saturday,6201,6813,1366,996,2003,1152,1258,0,37
14090,2,587,#Monday,5082,5323,1365,388,1629,627,1278,0,35
14118,6,588,#Tuesday,5553,4936,1386,330,1323,592,1268,0,38
14145,9,589,#Wednesday,7215,6548,1353,209,2035,1245,1280,381,43
14172,12,590,#Thursday,7433,7220,1371,200,2298,1120,1445,742,41
14199,15,591,#Friday,7402,7389,1339,967,1996,1230,1248,566,42
14226,18,592,#Saturday,5982,6742,1384,1293,1608,1133,1200,86,37
14253,21,593,#Sunday,6352,6252,1383,196,1960,1286,1383,0,43
14280,0,595,#Tuesday,7145,6726,1328,397,2024,1119,1306,506,44
14307,3,596,#Wednesday,5386,5304,1386,179,1286,1211,1205,0,36
14334,6,597,#Thursday,5726,5296,1385,503,1241,962,1155,4,46
14361,9,598,#Friday,7037,6820,1355,961,1853,1016,1220,376,38
14389,13,599,#Saturday,6664,6472,1383,607,1484,1040,1200,722,35
14416,16,600,#Sunday,6096,5534,1384,413,1270,732,1169,532,34
14443,19,601,#Monday,7320,6687,1344,793,2070,1160,1251,28,40
14470,22,602,#Tuesday,7177,6448,1382,958,2062,989,1016,0,40
14497,1,604,#Thursday,5564,5241,1386,426,1238,1049,1103,0,37
14524,4,605,#Friday,5818,5763,1383,1193,1218,889,1041,0,36
14551,7,606,#Saturday,5297,5247,1385,368,1252,1125,1091,0,27
14578,10,607,#Sunday,5708,5260,695,820,1185,941,1019,568,32
14605,13,608,#Monday,7998,7003,1005,70,2475,1279,1394,738,42
14632,16,609,#Tuesday,7525,6696,1351,308,1955,1247,1359,438,36
14660,20,610,#Wednesday,7677,6501,1375,182,2352,1198,1362,0,32
14687,23,611,#Thursday,6186,5925,1367,817,1457,1033,1215,0,36
14714,2,613,#Saturday,5322,6409,1389,1752,1168,811,1257,0,31
14741,5,614,#Sunday,4963,5456,1394,1621,692,702,1012,0,34
14768,8,615,#Monday,6831,5961,1384,113,1776,1273,1200,172,42
14795,11,616,#Tuesday,6996,7131,1387,1208,1612,1132,1155,593,42
14822,14,617,#Wednesday,7317,6379,1357,41,1827,1193,1197,717,45
14849,17,618,#Thursday,7295,6280,1336,401,1781,1204,1233,275,49
14876,20,619,#Friday,7602,6426,1390,243,1972,1341,1444,0,37
14903,23,620,#Saturday,5894,6076,1392,946,1470,1151,1084,0,32
14931,3,622,#Monday,4933,5265,1386,409,1208,1161,1069,0,31
14958,6,623,#Tuesday,6013,6070,1390,1081,1123,1107,1332,0,36
14985,9,624,#Wednesday,7200,6126,1367,118,1641,1248,1343,367,40
15012,12,625,#Thursday,7417,6596,1360,25,1901,1216,1367,687,39
15039,15,626,#Friday,6910,6743,1349,772,1682,1105,1292,503,39
15066,18,627,#Saturday,6204,5379,1392,102,1514,1039,1236,58,37
15093,21,628,#Sunday,6212,5758,1396,296,1671,1164,1192,0,37
15120,0,630,#Tuesday,5639,5541,1397,242,1357,1151,1344,0,49
15147,3,631,#Wednesday,5385,5094,1394,76,1161,1134,1278,0,51
15174,6,632,#Thursday,6229,5860,1398,657,1184,1219,1345,0,55
15202,10,633,#Friday,7224,6414,1374,284,1526,1288,1365,524,51
15229,13,634,#Saturday,6763,8128,1392,2549,1299,1248,1377,209,53
15256,16,635,#Sunday,5486,6004,1388,1891,396,832,1016,432,48
15283,19,636,#Monday,7540,7526,1366,2011,1596,1241,1258,0,55
15310,22,637,#Tuesday,6585,6907,1368,1500,1152,1274,1556,0,55
15337,1,639,#Thursday,5542,5652,1379,1170,829,1000,1225,0,49
15364,4,640,#Friday,5472,5346,1411,593,944,1184,1152,0,62
15391,7,641,#Saturday,5814,5102,1413,470,1311,513,1336,2,58
15418,10,642,#Sunday,5693,6064,1416,2348,618,448,878,303,52
15445,13,643,#Monday,7296,8176,1363,2092,1753,1259,1133,513,62
15472,16,644,#Tuesday,6947,6546,1405,517,2001,1171,1145,238,68
15500,20,645,#Wednesday,7057,6202,1408,569,1941,1108,983,120,71
15527,23,646,#Thursday,6090,5450,1408,814,1329,961,866,0,72
15554,2,648,#Saturday,5388,4967,1408,372,1447,784,883,0,73
15581,5,649,#Sunday,5073,4201,1413,218,1298,220,1006,0,46
15608,8,650,#Monday,7179,5801,1409,496,2224,284,1205,123,60
15635,11,651,#Tuesday,7682,7607,1386,2477,2065,356,1170,88,63
15662,14,652,#Wednesday,6785,5557,1376,221,1823,398,1114,564,60
15689,17,653,#Thursday,7020,5902,1387,525,2301,292,1251,82,62
15716,20,654,#Friday,7656,6240,1412,192,2815,485,1268,0,68
15743,23,655,#Saturday,5868,5886,1420,1753,1363,399,877,0,74
15771,3,657,#Monday,5031,4588,1419,285,1457,406,953,0,68
15798,6,658,#Tuesday,6502,5031,1420,104,1764,511,1155,0,77
15825,9,659,#Wednesday,7752,6339,1407,382,2441,588,1149,299,68
15852,12,660,#Thursday,7289,6424,1364,626,2135,545,968,710,73
15879,15,661,#Friday,7057,6329,1420,525,2072,582,1096,554,79
15906,18,662,#Saturday,7421,6482,1420,-1,2791,786,1408,0,77
15933,19,663,#Sunday,6949,6541,1420,1206,2197,634,1009,0,73
15960,22,664,#Monday,6740,5811,1413,250,2326,668,1070,0,82
15987,1,666,#Wednesday,5787,5128,1422,97,1416,912,1204,0,76
16014,4,667,#Thursday,8018,7197,1409,176,2625,1488,1418,0,81
16042,8,668,#Friday,7452,6217,1423,58,1881,1432,1279,60,81
16069,11,669,#Saturday,7088,6587,1422,275,2013,1427,1176,190,82
16096,14,670,#Sunday,5948,6096,1424,1954,522,641,983,505,67
16123,17,671,#Monday,8116,6867,1377,-1,2643,1536,1239,2,71
16150,20,672,#Tuesday,7971,7268,1422,830,2512,1347,1095,0,60
16177,23,673,#Wednesday,6459,6423,1420,1238,1577,1232,892,0,62
16204,2,675,#Friday,5856,6214,1419,1383,1257,1227,867,0,59
16231,5,676,#Saturday,5907,5856,1420,1027,1110,1312,922,0,67
16258,8,677,#Sunday,6097,5295,1423,232,1362,989,1077,149,62
16285,11,678,#Monday,8103,6981,1389,88,2494,1524,1173,242,69
16313,15,679,#Tuesday,8088,7085,1421,454,2366,1503,1224,46,71
16340,18,680,#Wednesday,8553,7318,1417,268,2665,1642,1253,0,72
16367,21,681,#Thursday,7723,6576,1410,486,1980,1507,1128,0,64
16394,0,683,#Saturday,6259,5659,1416,226,1338,1534,1080,0,63
16421,3,684,#Sunday,5634,4960,1421,-2,1288,1133,1062,0,58
16448,6,685,#Monday,6840,6003,1422,62,1397,1694,1362,0,65
16475,9,686,#Tuesday,8528,7030,1304,66,2297,1725,1481,86,71
16502,12,687,#Wednesday,8371,7955,1376,1575,2001,1622,1191,118,69
16529,15,688,#Thursday,8109,6606,1373,362,1767,1639,1301,96,68
16556,18,689,#Friday,8675,7578,1410,143,2716,1799,1441,0,69
16584,22,690,#Saturday,6841,7013,1421,998,1469,1663,1391,0,68
16611,1,692,#Monday,5947,6742,1426,1638,1079,1437,1097,0,62
16638,4,693,#Tuesday,6064,6456,1426,1709,797,1360,1099,0,64
16665,7,694,#Wednesday,7864,6672,1426,180,1883,1725,1387,1,69
16692,10,695,#Thursday,8780,7446,1348,18,2419,1789,1498,306,66
16719,13,696,#Friday,8480,7384,1392,27,2254,1812,1486,340,70
16746,16,697,#Saturday,8031,6922,1420,-3,2086,1756,1586,3,75
16773,19,698,#Sunday,7590,6456,1417,154,1669,1702,1439,0,76
16800,22,699,#Monday,6945,8138,1421,2292,1714,1489,1156,0,64
16827,1,701,#Wednesday,6237,7350,1419,1791,987,1689,1399,0,64
16854,4,702,#Thursday,6574,6033,1428,178,1209,1684,1455,0,79
16882,8,703,#Friday,8597,8096,1422,1265,2019,1717,1570,16,85
16909,11,704,#Saturday,7765,7991,1427,1809,1690,1283,1434,266,81
16936,14,705,#Sunday,6844,7044,1427,1265,1101,1571,1456,140,82
16963,17,706,#Monday,9151,8654,1370,2231,2086,1695,1187,0,83
16990,20,707,#Tuesday,8778,8929,1423,1910,2414,1757,1346,0,79
17017,23,708,#Wednesday,7165,7196,1423,1578,1288,1605,1242,0,60
17044,2,710,#Friday,6504,6992,1424,1552,1194,1598,1144,0,78
17071,5,711,#Saturday,6304,5234,1422,131,1237,1212,1155,0,75
17098,8,712,#Sunday,6615,6143,1427,109,1528,1726,1269,4,79
17125,11,713,#Monday,8953,8569,1393,1731,2436,1627,1206,85,84
17153,15,714,#Tuesday,8552,7788,1411,794,2285,1735,1438,62,63
17180,18,715,#Wednesday,8928,7653,1424,141,2553,1861,1601,0,65
17207,21,716,#Thursday,8310,7675,1413,3,2906,1811,1464,0,78
17234,0,718,#Saturday,6801,6207,1422,192,1347,1697,1471,0,76
17261,3,719,#Sunday,5944,5682,1424,50,1225,1718,1192,0,72
17288,6,720,#Monday,6702,6397,1424,455,1564,1713,1165,0,75
17315,9,721,#Tuesday,8623,7416,1334,471,2273,1811,1429,23,74
17342,12,722,#Wednesday,8248,7259,1341,189,2055,1846,1505,242,72
17369,15,723,#Thursday,7313,6343,1372,229,1527,1526,1552,59,75
17396,18,724,#Friday,6578,6213,1424,235,1943,1231,1304,0,75
17424,22,725,#Saturday,6206,6493,1424,1814,884,1098,1198,0,75
17451,1,727,#Monday,5499,6471,1424,2092,984,842,1054,0,74
17478,4,728,#Tuesday,5615,7139,1424,2477,736,1299,1119,0,72
17505,7,729,#Wednesday,6308,6847,1424,1742,1452,1115,1041,0,73
17532,10,730,#Thursday,6875,7592,1381,1002,2561,1019,1328,226,76
17559,13,731,#Friday,5423,7171,1425,2076,1197,1159,780,465,69
17586,16,732,#Saturday,6331,7090,1421,856,2354,1470,889,28,70
17613,19,733,#Sunday,7026,6849,1425,999,2543,924,890,0,70
17640,22,734,#Monday,7200,8269,1414,2274,2344,1320,848,0,68
17667,1,736,#Wednesday,6232,7245,1418,1496,2244,1202,814,0,71
17695,5,737,#Thursday,6402,7066,1426,1018,2169,1530,850,0,75
17722,8,738,#Friday,8095,7411,1422,90,3254,1737,831,0,78
17749,11,739,#Saturday,7793,7185,1423,313,2722,1691,853,107,76
17776,14,740,#Sunday,6965,7134,1421,144,2732,1707,994,67,68
17803,17,741,#Monday,8972,9035,1376,1919,2866,1650,1149,0,75
17830,20,742,#Tuesday,8759,8310,1420,1878,2674,1333,935,0,69
17857,23,743,#Wednesday,7046,6523,1422,163,1833,1646,1391,0,68
17884,2,745,#Friday,6584,6819,1417,973,1652,1378,1321,0,78
17911,5,746,#Saturday,6743,6654,1417,189,1816,1744,1407,0,81
17938,8,747,#Sunday,7170,7031,1421,328,2000,1761,1434,5,80
17966,12,748,#Monday,9468,8647,1342,238,3099,1835,1722,327,84
17993,15,749,#Tuesday,8972,7972,1421,340,2541,1797,1653,141,77
18020,18,750,#Wednesday,9204,8311,1412,775,2660,1791,1614,2,56
18047,21,751,#Thursday,8314,7706,1413,822,2286,1555,1574,0,55
18074,0,753,#Saturday,6738,6317,1291,1001,1206,1460,1290,0,68
18101,3,754,#Sunday,5875,6950,699,2473,1336,1120,1253,0,67
18128,6,755,#Monday,6721,7092,702,2690,1257,1120,1252,0,69
18155,9,756,#Tuesday,8945,7005,662,171,2793,1678,1579,46,74
18182,12,757,#Wednesday,8939,9559,695,2560,2755,1727,1556,191,71
18209,15,758,#Thursday,8531,8247,688,1147,2725,1821,1549,239,75
18236,18,759,#Friday,9077,8027,697,1015,2785,1869,1592,0,67
18264,22,760,#Saturday,6895,7367,1372,947,2058,1725,1189,0,75
18291,1,762,#Monday,6061,7130,1407,1022,1864,1559,1202,0,76
18318,4,763,#Tuesday,6487,6491,1418,80,1721,1689,1507,0,75
18345,7,764,#Wednesday,7952,7504,1418,399,2464,1724,1436,0,62
18372,10,765,#Thursday,8833,9286,1369,1437,2845,1748,1541,270,74
18399,13,766,#Friday,8336,7522,1359,306,2567,1374,1445,395,75
18426,16,767,#Saturday,7572,6579,1405,217,2319,1330,1216,14,76
18453,19,768,#Sunday,7743,7531,1407,1491,2404,956,1194,0,77
18480,22,769,#Monday,7417,8742,1394,1409,2659,1641,1563,0,76
18507,1,771,#Wednesday,6363,7168,1405,1224,2131,1414,921,0,73
18535,5,772,#Thursday,6521,6920,1404,384,2426,1459,1172,0,75
18562,8,773,#Friday,9121,9586,1397,1699,3042,1728,1579,67,74
18589,11,774,#Saturday,8256,9319,1398,2180,2790,1153,1199,522,77
18616,14,775,#Sunday,7135,7442,1403,492,2618,965,1538,353,72
18643,17,776,#Monday,8749,8422,1366,1094,2871,1513,1471,27,78
18670,20,777,#Tuesday,9029,8071,1383,220,3036,1860,1495,0,76
18697,23,778,#Wednesday,7483,7661,1393,367,2481,1815,1527,0,77
18724,2,780,#Friday,8589,8948,1400,1132,2935,1815,1561,23,80
18751,5,781,#Saturday,6656,7279,1399,1181,2008,1467,1145,0,78
18778,8,782,#Sunday,6882,6096,1402,364,1986,890,1308,69,75
18806,12,783,#Monday,8908,8104,1384,148,2848,1743,1558,344,76
18833,15,784,#Tuesday,8084,7105,1390,33,2264,1418,1434,494,73
18860,18,785,#Wednesday,8601,7094,1369,16,2563,1543,1520,0,78
18887,21,786,#Thursday,7993,7048,1378,113,2526,1507,1448,0,76
18914,0,788,#Saturday,6334,6335,1401,503,1788,1400,1167,0,76
18941,3,789,#Sunday,5734,6551,1404,1837,1402,859,982,0,69
18968,6,790,#Monday,6413,5328,1399,160,1591,985,1128,0,66
18995,9,791,#Tuesday,8520,7739,1358,24,2632,1758,1524,373,69
19022,12,792,#Wednesday,7919,7750,1392,456,2221,1333,1472,806,68
19049,15,793,#Thursday,7830,8278,1372,930,2441,1689,1545,247,53
19077,19,794,#Friday,8576,8608,1385,917,3129,1624,1482,0,69
19104,22,795,#Saturday,7107,6309,1398,587,2145,893,1218,0,67
19131,1,797,#Monday,5894,6256,1404,912,1577,885,1413,0,64
19158,4,798,#Tuesday,6352,7600,1404,2127,1300,1381,1325,0,62
19185,7,799,#Wednesday,8275,8797,1406,2069,2115,1612,1514,13,66
19212,10,800,#Thursday,8799,8264,1336,1315,2243,1673,1354,276,67
19239,13,801,#Friday,8677,8498,1385,2018,2041,1255,1275,445,78
19266,16,802,#Saturday,7273,5996,1407,11,1684,1331,1259,227,74
19293,19,803,#Sunday,7448,7045,1411,1415,2056,909,1177,0,76
19320,22,804,#Monday,7363,7828,1390,1600,2038,1575,1145,0,79
19348,2,806,#Wednesday,6422,7354,1403,932,1955,1682,1303,0,79
19375,5,807,#Thursday,6503,8022,1405,2434,1642,1389,1080,0,72
19402,8,808,#Friday,8366,7429,1381,12,2773,1670,1292,220,80
19429,11,809,#Saturday,7566,7219,1403,0,2478,1499,1143,610,83
19456,14,810,#Sunday,6445,6276,1403,130,2129,887,1254,404,69
19483,17,811,#Monday,8353,8498,1336,2018,2257,1659,1095,50,83
19510,20,812,#Tuesday,8658,8176,1398,1097,2724,1786,1088,0,82
19537,23,813,#Wednesday,7218,7154,1388,702,2146,1656,1183,0,79
19564,2,815,#Friday,6447,7076,1408,1053,1754,1675,1107,0,77
19591,5,816,#Saturday,6270,5660,1408,445,1563,1215,950,0,79
19618,9,817,#Sunday,6478,6141,1408,369,1859,1276,1149,0,79
19646,13,818,#Monday,7870,8808,1375,2523,1861,1328,941,695,82
19673,16,819,#Tuesday,7321,7633,1393,1581,1965,1304,811,495,84
19700,19,820,#Wednesday,7728,6845,1391,229,2552,1477,1105,12,78
19727,22,821,#Thursday,7139,6896,1397,491,2502,1334,1088,0,82
19754,1,823,#Saturday,6032,6634,1404,1497,1780,890,982,0,79
19781,4,824,#Sunday,5516,5607,1401,412,2009,650,1059,0,76
19808,7,825,#Monday,6848,5836,1403,502,2175,705,959,10,80
19835,10,826,#Tuesday,7987,8483,1335,1586,2853,787,1327,513,79
19862,13,827,#Wednesday,8253,8452,1375,2069,2534,718,1327,346,81
19889,16,828,#Thursday,7675,7091,1350,552,2583,718,1437,370,80
19917,20,829,#Friday,8180,7055,1390,35,3268,731,1546,1,82
19944,23,830,#Saturday,6568,6401,1422,818,2160,713,1211,0,77
19971,2,832,#Monday,5534,5732,1422,534,2026,722,953,0,74
19998,5,833,#Tuesday,6079,5529,1421,175,1736,712,1404,0,80
20025,8,834,#Wednesday,8010,7811,1420,621,3365,748,1554,33,69
20052,11,835,#Thursday,8187,7566,1416,689,2700,684,1550,447,79
20079,14,836,#Friday,7720,7763,1404,1026,2455,696,1594,508,78
20106,17,837,#Saturday,6847,6376,1409,465,2236,686,1328,171,80
20133,20,838,#Sunday,7156,6201,1415,146,2428,694,1449,0,67
20160,23,839,#Monday,6903,6350,1407,175,2112,1092,1501,0,62
20188,3,841,#Wednesday,6167,6319,1414,254,1855,1023,1710,0,62
20215,6,842,#Thursday,6674,6426,1423,250,1997,1064,1627,1,62
20242,9,843,#Friday,7722,6836,1367,91,2509,996,1614,184,73
20269,12,844,#Saturday,6787,6067,1416,8,1713,828,1317,712,71
20296,15,845,#Sunday,5527,5528,1417,654,1132,584,1089,582,68
20323,18,846,#Monday,7164,7436,1388,634,2448,1085,1611,195,72
20350,21,847,#Tuesday,7996,8330,1414,1507,2384,1240,1711,0,74
20377,0,849,#Thursday,6374,6730,1414,527,1821,1234,1662,0,72
20404,3,850,#Friday,5593,5801,1422,402,1895,934,1076,0,70
20431,6,851,#Saturday,5143,5125,1420,13,1991,552,1080,3,65
20459,10,852,#Sunday,4999,5569,1425,-4,2083,543,1119,348,55
20486,13,853,#Monday,5071,6397,1421,495,2213,569,880,760,58
20513,16,854,#Tuesday,6298,6347,1421,654,2191,517,869,630,63
20540,19,855,#Wednesday,6904,7866,1403,1841,3104,479,919,58,62
20567,22,856,#Thursday,6980,6920,1419,151,3067,998,1223,0,63
20594,1,858,#Saturday,5749,6689,1420,862,2733,590,1012,0,71
20621,4,859,#Sunday,5247,5109,1418,362,1990,446,823,0,69
